Titulo,Estreno,Duracion,Ventas,Genero
Heartbreak Hospital,11/21/2019,65,3887,Comedia 
Hearts Divided,2/18/2021,95,6458,Historia
Heaven,12/15/2021,157,2087,Romance
Heaven's Prisoners,8/26/2021,95,921,Misterio
Hedgehog in the Fog,11/03/2019,183,5248,Animacion
Heidi,04/07/2021,201,6858,Aventura
Hell Dogs: En la casa de bambu,10/28/2022,208,4962,Drama
Hell Is for Heroes,12/29/2018,132,5211,Belico
Hell Town (Born to the West),04/10/2023,95,4053,Western
Hellbenders,03/11/2019,181,5197,Comedia 
Hellboy,5/14/2021,183,9693,Fantasia
Hellhounds on My Trail,7/21/2020,127,400,Terror
Hello Down There,04/01/2022,80,2979,Comedia 
Hello Herman,4/18/2021,208,8351,Suspenso
Hellraiser: Inferno,9/20/2022,108,8314,Terror
Hellzapoppin,12/08/2020,94,625,Musical
Hen Hop,9/24/2018,134,1181,Animacion
Henri-Georges Clouzot's Inferno ,6/24/2022,79,2614,Documental
Henry Fool,02/06/2021,149,5502,Comedia 
Her,4/26/2020,95,4062,Romance
Herbie a toda marcha,8/13/2021,181,4006,Comedia 
Herbie: Fully Loaded,9/17/2018,192,2747,Aventura
Hercules,9/22/1997,95,1966,Aventura
Here Comes Peter Cottontaila,09/06/2020,131,421,Animacion
Hermana muerte,07/10/2023,134,6644,Drama
Heroes de hierro,4/18/2023,95,5896,Belico
Heroes of the Regiment,10/02/2018,92,9547,Belico
Heroic Ones,12/29/2022,71,9399,Historia
Hesher,12/08/2018,156,8014,Crimen
Hey Bartender,11/27/2022,110,1747,Documental
Hidden Assassin ,7/20/2021,86,162,Accion
Hidden Dragon,02/01/2023,140,852,Accion
Hide and Seek,1/16/2021,196,8684,Crimen
Hide in Plain Sight,1/20/2020,134,7208,Crimen
Hideous Kinky,10/25/2019,109,9325,Drama
Hideous Sun Demon,12/05/2021,60,7065,Terror
Hiding Out,04/05/2019,134,5975,Comedia 
High Heels and Low Lifes,5/28/2021,143,1970,Comedia 
High Hopes,10/18/2020,134,2446,Comedia 
High in the clouds,10/18/2023,95,877,Animacion
High Life,09/08/2020,157,7182,Ciencia Ficcion
High School Musical,06/12/2023,95,9155,Comedia 
High Test Girls,5/29/2021,98,9619,Comedia 
Highball,05/05/2020,109,7117,Comedia 
Highway to Hell,3/15/2019,115,1119,Fantasia
Hilary and Jackie,03/04/2020,190,8639,Musical
Hills Have Eyes,11/05/2021,69,6837,Thriller
Hills Run Red,11/23/2021,197,5215,Terror
Hiroshima,12/07/2022,81,1428,Drama
Historia de un matrimonio,8/13/2023,181,8188,Romance
Historias de Filadelfia,03/10/1940,95,3930,Comedia 
Historias extraordinarias,11/04/2019,134,9231,Aventura
HIT: El primer caso,3/24/2023,134,1022,Accion
Hitch,2/16/2020,134,953,Romance
Hitman ,11/17/2021,165,398,Accion
Hits,09/06/2020,117,4616,Comedia 
Hobo with a Shotgun,5/15/2019,111,9510,Crimen
Hola Adios y todo lo que paso,12/28/2022,160,7109,Drama
Hole in the Head,1/17/2023,63,4397,Comedia 
Holiday Engagement,2/24/2019,204,5406,Romance
Hollow Man II,4/19/2022,142,2275,Ciencia Ficcion
Holocaust,05/03/2022,64,9375,Historia
Holy Man,12/29/2019,63,4872,Comedia 
Holy Motors,9/30/2021,181,4674,Fantasia
Home of Our Own,3/25/2021,102,4578,Drama
Home of the Brave,1/28/2022,190,1090,Guerra
Home Room,11/21/2021,117,2483,Drama
Home Sweet Home,11/18/2018,181,2696,Terror
Honey Moon ,8/29/2019,162,6066,Drama
"Honey, I Blew Up the Kid",7/14/2022,65,5487,Aventura
"Honey, We Shrunk Ourselves",07/05/2020,134,91,Aventura
Hood of Horror,03/09/2020,141,7819,Comedia 
Hoosiers,03/11/2023,134,4618,Drama
Hopscotch,10/11/2021,108,9605,Comedia 
Horror Express,1/24/2020,89,8278,Ciencia Ficcion
Horrors of Spider Island ,10/05/2020,181,585,Terror
Hospital,11/09/2022,89,5652,Documental
Hostile Intentions,05/02/2019,181,7324,Crimen
Hot Fuzz,11/11/2007,95,9118,Misterio
Hot Pursuit,10/23/2022,174,8055,Accion
Hotel Chevalier ,05/01/2023,248,3079,Romance
Hotte in Paradise,6/22/2022,134,558,Romance
Hounddog,4/26/2020,158,426,Drama
House of Angels ,9/22/2022,113,1687,Drama
House of Seven Corpses,11/09/2020,190,4629,Terror
House of Wax,3/30/2020,122,6883,Misterio
House on 92nd Street,12/31/2018,196,697,Crimen
House Party,12/23/2022,70,9158,Comedia 
Houseguest,3/22/2022,117,831,Comedia 
How Do You Know,8/21/2019,135,6653,Romance
How do you live?,2/25/2023,207,3736,acni
How I Ended This Summer ,4/30/2020,106,2805,Suspenso
How I Live Now,05/10/2022,141,3449,Romance
How She Move,8/21/2022,181,7117,Musical
How to Cook Your Life,3/15/2022,85,3103,Documental
How to Deal,5/19/2019,134,431,Romance
How to Draw a Bunny,07/11/2023,100,2941,Documental
How to Get Ahead in Advertising,1/18/2020,65,4132,Comedia 
How to Live Forever,7/14/2019,201,8657,Documental
How to Make an American Quilt,03/06/2020,195,5836,Comedia 
How to Marry a Millionaire,12/17/2018,65,5043,Comedia 
How to Seduce Difficult Women,10/06/2021,86,1308,Comedia 
Howards End,10/20/2021,65,1335,Romance
Howards of Virginia,04/06/2019,175,3870,Historia
Hudsucker Proxy,7/26/2022,134,4602,Fantasia
"Hugh Hefner: Playboy, Activist and Rebel",4/14/2020,132,1145,Documental
Hugo Pool,12/23/2022,89,6042,Comedia 
Hum Dil De Chuke Sanam,10/29/2020,163,3659,Romance
Hum Tum,9/28/2022,91,8940,Animacion
Human Centipede II ,9/24/2018,171,8210,Terror
Human Lanterns ,9/26/2022,106,3089,Accion
Human Nature,06/01/2022,167,2871,Comedia 
Human Planet,03/04/2020,125,1270,Documental
Human Traffic,12/18/2019,164,4454,Comedia 
Humble Pie,11/16/2021,117,2494,Comedia 
Hunchback of Notre Dame,10/14/2021,134,1675,Animacion
Hunky Dory,5/25/2022,181,2761,Musical
Hunted City,3/27/2022,165,5602,Accion
Hunting and Gathering,01/02/2019,140,4219,Comedia 
Hurt,6/19/2021,93,8694,Thriller
Hush!,2/26/2023,190,8534,Drama
Hustler,01/03/2020,204,6462,Drama
Hustlers,8/26/2019,73,4805,Crimen
Hyde Park on Hudson,11/08/2018,184,9320,Comedia 
Hypocrites,3/16/2022,89,4566,Fantasia
Hysteria,10/12/2018,181,5041,Romance
I Am Curious,3/31/2022,90,6759,Drama
I Am Fishead,9/20/2021,134,6707,Documental
I Am the Law,10/30/2018,206,7195,Misterio
I as in Icarus ,8/21/2021,66,7789,Drama
I Bought a Vampire Motorcycle,03/04/2022,184,1911,Fantasia
I Bury the Living,8/29/2020,102,3072,Crimen
I Could Go on Singing,12/23/2019,95,1794,Musical
I Do: How to Get Married and Stay Single ,4/27/2019,178,3482,Romance
I Drink Your Blood,07/01/2023,104,2764,Terror
I Hate But Love ,12/18/2020,95,4794,Romance
I Have Found It ,03/08/2019,67,3615,Musical
I Hired a Contract Killer,04/07/2020,73,571,Suspenso
I Hope They Serve Beer in Hell,7/25/2020,89,71,Comedia 
I Live in Fear ,10/01/2020,95,4479,Misterio
I Live My Life,8/29/2022,174,2736,Romance
I Love You Again,04/06/2021,134,5037,Romance
I Love You I Love You,03/05/2023,87,3813,Comedia 
I Love You to Death,07/07/2023,95,7704,Comedia 
I Saw Mommy Kissing Santa Claus,9/18/2018,73,9606,Comedia 
I Saw the Sun ,08/01/2020,95,6228,Guerra
I Smile Back,3/27/2022,134,6228,Drama
I Wake Up Screaming,5/19/2020,102,7687,Misterio
I Want a Dog for Christmas Charlie Brown,10/15/2021,134,2329,Animacion
I Want You,3/21/2023,183,7363,Romance
"I, Robot",12/30/2020,95,8218,Accion
Ice Age 4: Continental Drift,1/15/2023,160,9266,Animacion
Ice Castles,3/15/2019,95,622,Romance
Ice Men,06/10/2021,181,8228,Deporte
Ice Princess,4/29/2019,158,6111,Comedia 
Iceman Tapes: Conversations with a Killer,10/16/2021,140,9589,Documental
Identidad desbloqueada,10/04/2023,190,7929,Accion
If God Is Willing and da Creek Don't Rise,11/17/2022,77,1560,Documental
If Lucy Fell,10/15/2018,63,6113,Romance
If Only,11/08/2021,103,3331,Fantasia
If You Are the One,9/25/2020,122,8108,Comedia 
If You Love ,06/01/2022,64,4079,Romance
Il fiore dai petali d'acciaio,07/03/2023,94,1715,Romance
I'll Do Anything,10/10/2019,125,8714,Musical
Ill Gotten Gains,9/28/2022,134,2884,Misterio
Illegal,07/07/2023,95,8902,Misterio
Illtown,09/04/2021,89,1703,Crimen
I'm No Angel,9/28/2022,117,511,Comedia 
I'm Not There,12/17/2018,89,2597,Musical
I'm Starting From Three ,01/04/2021,95,3197,Documental
Imaginary Witness: Hollywood and the Holocaust ,2/23/2022,117,6697,Documental
IMAX: Hubble 3D,6/30/2022,95,335,Belico
Immortal Battalion,07/07/2022,183,7905,Drama
Immortal Beloved,2/26/2023,63,4221,Misterio
Impact,08/09/2020,134,4641,Suspenso
Implanted,9/20/2019,72,5854,Drama
Impudica,12/29/2022,132,7355,Ciencia Ficcion
Impulse,12/17/2022,83,20,Drama
In a Better World,07/06/2022,197,648,Drama
In America,12/15/2019,134,9234,Romance
In Bloom ,11/16/2019,163,2258,Thriller
In Fear,10/11/2019,140,8530,Documental
In God We Teach,11/19/2018,105,7748,Aventura
In God's Hands,12/21/2022,80,5419,Belico
In Harm's Way,1/29/2022,207,2953,Crimen
In My Sleep,2/14/2019,200,8160,Drama
In Old Chicago,10/18/2021,128,8122,Accion
In Order of Disappearance ,1/16/2023,133,1597,Drama
In Praise of Love ,7/20/2023,181,3207,Comedia 
In the Army Now,08/01/2022,66,7184,Drama
In the Folds of the Flesh,09/05/2022,127,5757,Drama
In the Land of Blood and Honey,10/05/2020,141,1192,Belico
In the Line of Fire,08/05/2023,167,5865,Thriller
In the Mix,12/07/2021,183,1078,Comedia 
In the Navy,2/26/2022,155,7814,Musical
In the Park,3/31/2020,198,2143,Drama
In the Shadow of Doubt ,6/25/2019,95,1384,Crimen
In the Shadow of the Machine,7/14/2019,128,9988,Documental
In the Shadow of the Moon,06/02/2020,77,3520,Ciencia Ficcion
In Their Sleep ,9/26/2018,112,3353,Suspenso
In This Our Life,3/17/2022,134,117,Drama
Inadequate People ,9/21/2020,194,5966,Comedia 
Inbetween Worlds,05/09/2023,182,4145,Drama
Inbetweeners Movie,11/07/2019,142,9195,Comedia 
Incantation,02/11/2022,169,6016,Terror
Incantato,9/23/2020,184,4013,Romance
Incendiary,08/12/2019,133,8525,Suspenso
Incendies,12/07/2022,79,4026,Misterio
Incognito,10/14/2020,141,5009,Misterio
Incompatibles,1/13/2019,134,8888,Comedia 
Incompatibles II,12/31/2018,157,984,Comedia 
Incredible Love,02/10/2021,144,8104,Romance
Incredible Shrinking Woman,05/06/2019,153,2681,Ciencia Ficcion
Indian Summer,12/20/2022,95,2747,Comedia 
Indiscreet,03/09/2019,177,8074,Comedia 
Industrial Symphony No. 1: The Dream of the Brokenhearted,07/03/2022,95,5639,Musical
Inevitable Defeat of Mister & Pete,05/09/2019,66,9724,Drama
Infernal Affairs III ,2/24/2021,124,1971,Accion
Infestation,01/08/2022,186,27,Accion
Infiesto,5/15/2023,154,1727,Drama
Infinity,12/06/2022,115,9508,Romance
Inherit the Wind,10/09/2022,135,4591,Historia
Injury to One,04/01/2019,95,6223,Documental
Innerspace,6/23/2022,89,2299,Accion
Innocence,10/30/2020,134,1073,Drama
Innocent Lies,11/16/2021,179,8989,Misterio
Inside Moves,03/06/2020,80,5660,Deporte
Insidious: Chapter 2,1/27/2021,208,4914,Terror
Insignificance,10/21/2019,102,21,Drama
Insondable,05/11/2023,181,3953,Documental
Inspector Bellamy,09/11/2019,95,7702,Misterio
Inspector Clouseau,4/19/2023,195,4886,Comedia 
Intensamente,12/23/2019,89,8300,Aventura
Intentions of Murder,2/20/2021,102,149,Misterio
Interceptor,01/10/2022,193,9922,Accion
Internes Can't Take Money,2/27/2019,184,4420,Drama
Interrogation,7/28/2019,95,8175,Misterio
Interstate 60,08/10/2022,102,4471,Aventura
Intimacy,7/26/2021,134,5710,Drama
Intimate Relations,10/24/2019,118,2671,Comedia 
Into the Blue,6/25/2020,120,4994,Accion
Into the Deep,2/18/2023,89,3530,Documental
Into the Night,06/09/2020,88,3342,Comedia 
Into the West,04/04/2020,155,7978,Aventura
Intolerance: Love's Struggle Throughout the Ages,11/01/2020,124,7816,Drama
Inuyasha the Movie: The Castle Beyond the Looking Glass,7/20/2020,95,7966,Animacion
Invaders from Space,06/07/2023,137,1628,Ciencia Ficcion
Inventing the Abbotts,11/13/2022,68,5419,Romance
Invisible Woman,11/29/2020,132,329,Comedia 
Invitation to Happiness,9/29/2019,209,5348,Romance
Iraq for Sale: The War Profiteers,7/26/2019,182,4449,Documental
Irma la Douce,6/16/2020,184,3392,Comedia 
Iron Man 3,12/07/2019,154,8213,Accion
Ironclad,8/19/2021,181,6398,Accion
"Irony of Fate, or Enjoy Your Bath! ",08/02/2019,145,6808,Comedia 
Irreversible ,10/17/2021,71,9965,Crimen
Isabella: El caso Nardoni,9/16/2019,141,4861,Drama
Island,10/16/2020,102,8889,Accion
It,2/19/2021,136,2863,Comedia 
It All Starts Today,4/27/2022,134,6063,Drama
It Came from Hollywood,08/06/2022,154,4979,Documental
It Conquered the World,09/01/2019,117,1042,Ciencia Ficcion
It Happened at the World's Fair,6/20/2021,102,9735,Musical
Italian Job,10/31/2020,136,4607,Accion
Item,6/21/2019,70,4054,Ciencia Ficcion
It's a Bird,6/29/2022,106,973,Documental
It's Alive,09/01/2018,147,6614,Terror
It's Love I'm After,1/26/2022,102,9747,Romance
"It's Me, It's Me ",08/05/2020,112,5855,Comedia 
It's My Mother's Birthday Today,6/28/2022,140,2630,Comedia 
Jabberwocky,06/12/2020,183,582,Drama
Jack Frost,2/16/2023,102,2365,Aventura
Jack Frost 2: Revenge of the Mutant Killer Snowman,03/09/2023,125,1948,Comedia 
Jack Reacher,7/21/2021,195,6218,Comedia 
Jack the Bear,9/16/2019,121,3868,Accion
Jackass Number Two,7/27/2019,117,5341,Comedia 
Jackass Presents: Bad Grandpa,12/05/2019,92,9991,Comedia 
Jackass: The Movie,4/26/2019,117,2268,Comedia 
Jackpot 2,11/13/2022,181,2135,Comedia 
Jacob's Ladder,09/03/2019,134,3678,Drama
Jade,8/16/2020,95,1492,Crimen
Jailbait,11/12/2018,122,2902,Romance
Jalla! Jalla!,4/14/2022,67,3961,Comedia 
James Gandolfini: Tribute to a Friend,1/28/2023,248,6007,Documental
Jamie and Jessie Are Not Together,6/21/2019,69,996,Musical
Jana Gana Mana,07/01/2020,134,1077,Drama
Jane Eyre,5/30/2023,117,5458,Romance
Janie Jones,07/10/2023,64,9852,Musical
Japanese Summer: Double Suicide ,09/10/2020,125,5370,Drama
Jaula,6/23/2022,181,2264,Drama
Jay and Silent Bob Strike Back,11/02/2019,86,9320,Comedia 
Je m'appelle Elisabeth,05/05/2020,101,9441,Romance
Jefe en pañales,9/27/2019,200,3801,Animacion
Jenny,01/04/2022,95,9046,Drama
Jerusalem Countdown,12/22/2018,181,616,Thriller
Jesse Stone: Benefit of the Doubt,08/05/2019,95,4193,Crimen
Jesse Stone: Death in Paradise,3/22/2019,167,9305,Misterio
Jessie James Meets Frankenstein's Daughter,5/19/2020,108,6537,Terror
Jesus Camp,12/27/2021,181,8351,Documental
Jet Lag ,8/25/2021,117,7035,Comedia 
Jezebel,12/06/2021,77,4556,Romance
Jim Jefferies: Alcoholocaust,1/18/2020,86,5125,Comedia 
Jim Jefferies: BARE,8/24/2021,117,9844,Comedia 
Jim Norton: Please Be Offended,5/30/2021,198,7428,Comedia 
Jin Roh: The Wolf Brigade,01/03/2021,122,3385,Animacion
Joe Somebody,03/02/2023,181,7318,Comedia 
Joe's Palace,11/18/2022,170,6139,Drama
John Adams,11/23/2018,181,6966,Historia
John Wick,10/07/2021,181,6952,Thriller
Johnny Belinda,01/07/2020,61,9972,Romance
Johnny Handsome,07/09/2022,184,5315,Crimen
Johnny Stecchino,04/04/2021,89,2972,Comedia 
Jojo Rabbit,06/01/2019,181,5753,Comedia 
Joker Is Wild,07/06/2021,181,7351,Musical
Jolly Roger,4/28/2020,117,7766,Comedia 
Jolson Sings Again,12/19/2022,200,7521,Musical
Jonestown: Paradise Lost,6/27/2019,95,8438,Documental
Journey of Natty Gann,06/02/2022,96,1487,Aventura
Journey to the Beginning of Time,1/21/2021,95,1547,Fantasia
Journey to the Center of the Earth,1/26/2022,95,5122,Ciencia Ficcion
Joyful Noise,03/05/2021,181,4396,Musical
Ju Dou,10/08/2018,95,8968,Romance
Jubilee,7/24/2023,184,5040,Comedia 
Jude,6/30/2023,95,7089,Drama
Judex,12/07/2019,158,8396,Crimen
Judgement in Stone,6/26/2021,95,7395,Misterio
Judy Berlin,05/11/2020,187,4060,Comedia 
Judy Moody and the Not Bummer Summer,10/08/2020,77,8242,Comedia 
Julia,08/09/2023,193,3658,Crimen
Julia and Julia,3/18/2021,86,3986,Romance
Julien Donkey-Boy,07/09/2022,117,4016,Drama
Jung E,2/17/2023,172,5635,Drama
Junior Prom,12/31/2018,66,7077,Comedia 
Junkopia,10/28/2020,193,849,Documental
Juno and the Paycock,10/24/2020,164,2104,Drama
Ju-on: Black Ghost,3/21/2020,158,7343,Terror
Ju-on: The Curse,02/11/2022,158,131,Terror
Jurassic Word: El Reino Caido,04/09/2021,169,6576,Accion
Just 4 Kicks,03/12/2019,92,8425,Comedia 
Just Bea,05/05/2021,181,8349,Drama
Just Buried,07/12/2023,117,2916,Comedia 
Just Friends?,6/29/2023,116,3499,Comedia 
Just love me ,11/23/2022,78,1786,Romance
Just One of the Guys,12/25/2021,77,7096,Comedia 
Just Pals,12/29/2021,67,6029,Western
Justice League: The Flashpoint Paradox,11/16/2021,117,8019,Animacion
Justice League: The New Frontier ,03/11/2020,181,4593,Animacion
Justice League: Throne of Atlantis,7/24/2021,195,4803,Animacion
Justice League: War,01/08/2021,102,6374,Animacion
Justin and the Knights of Valour,9/20/2019,186,649,Animacion
Justin Bieber: Never Say Never,04/02/2022,144,7192,Documental
K2,7/28/2023,134,3127,Aventura
K-20: The Fiend with Twenty Faces,12/19/2021,205,2250,Drama
KAAPA,03/03/2022,65,4063,Comedia 
Kaboom,12/13/2022,134,1780,Accion
Kabul Express,5/22/2023,89,5361,Animacion
Kaena: The Prophecy ,10/20/2022,184,8105,Animacion
Kafka,3/17/2021,79,1244,Drama
Kansas,2/17/2023,132,5771,Drama
Kapitalism: Our Improved Formula,3/13/2019,93,736,Documental
Kapitalism: Our Improved Formula ,12/26/2020,195,9424,Documental
Karate Kid,6/25/2019,184,1560,Accion
Karate Kid III,9/19/2022,66,3132,Accion
Kariera Nikosia Dyzmy,05/09/2023,134,4159,Comedia 
Kaspar Hauser,3/29/2023,72,8412,Drama
Katalin Varga,06/12/2021,98,1928,Drama
Kate & Leopold,10/15/2020,93,9831,Fantasia
Kedma,06/01/2023,95,2077,Belico
Keeping the Promise ,5/18/2019,96,4342,Drama
Kelly's Heroes,12/11/2019,103,2912,Accion
Kenny Begins,01/02/2019,137,4908,Animacion
Kevin & Perry Go Large,09/08/2020,116,9674,Comedia 
Kevin Hart: Seriously Funny,12/24/2022,65,498,Comedia 
Kickboxer 2: The Road Back,9/24/2019,140,9840,Deporte
Kickboxer 3: The Art of War,7/25/2021,130,2555,Deporte
Kickboxer 3: The Art of War ,1/20/2020,78,169,Deporte
Kid Cannabis,07/12/2021,85,210,Crimen
Kid Millions,5/24/2019,85,656,Comedia 
Kidnapping Mr. Heineken,10/30/2021,176,5719,Accion
Kiki's Delivery Service ,11/21/2021,110,8501,Animacion
Kill Bill: Vol. 1,12/25/2020,153,1570,Accion
Kill List,04/11/2023,207,8407,Crimen
Kill Me Later,7/30/2019,73,9902,Drama
Kill! ,05/03/2022,181,332,Misterio
Killer,09/11/2019,128,7233,Accion
Killer Holiday,2/24/2019,87,6353,Terror
Killing Kasztner,1/19/2021,76,5789,Documental
Killings at Outpost Zeta,2/25/2023,112,1475,Ciencia Ficcion
Killjoy,01/10/2023,248,630,Terror
Killjoy 2: Deliverance from Evil,3/18/2022,90,7957,Comedia 
Killjoy Goes to Hell,4/29/2021,181,900,Comedia 
King - Jari Litmanen,3/13/2021,181,8885,Deporte
King Kong,08/03/2020,87,3630,Fantasia
King Kong,01/06/2020,98,9290,Aventura
King Kong vs. Godzilla ,3/28/2019,134,3821,Ciencia Ficcion
King of Comedy ,07/07/2019,171,1861,Comedia 
King of Germany,10/26/2021,95,5229,Drama
King of Kong,10/07/2018,61,5575,Documental
King Solomon's Mines,7/19/2020,105,4747,Aventura
Kingdom of Heaven,8/27/2020,206,1791,Accion
Kismet,01/06/2020,194,2072,Musical
Kiss Kiss Bang Bang,3/28/2022,117,552,Accion
Kiss Them for Me,06/02/2020,158,1440,Comedia 
Kite Runner,9/25/2018,81,9439,Drama
Knight and Day,10/01/2021,94,8921,Accion
Kramer vs. Kramer,6/16/2023,101,8722,Drama
Kray,8/22/2021,95,3038,Drama
Krrish 3,02/12/2019,83,9270,Accion
Kummeli Goldrush ,12/02/2020,181,5650,Comedia 
Kundun,01/10/2020,95,7437,Historia
Kung Fu Panda Holiday Special,09/01/2021,166,6813,Animacion
Kung Phooey!,7/16/2020,151,7547,Comedia 
Kurt Cobain: Montage of Heck,1/20/2021,102,8296,Documental
Kvarteret Skatan reser till Laholm,9/27/2019,95,4775,Comedia 
L Amour fou,04/11/2020,90,3299,Documental
La bella y la Bestia,09/07/2021,119,2152,Animacion
La boda de mi mejor amiga,12/18/2011,161,1194,Comedia 
La bruja novata,07/11/1971,116,3782,Fantasia
La captive,10/29/2018,113,1526,Romance
La captura del enermo asesino,09/08/2020,181,3644,Documental
La chica danesa,4/17/2021,92,2232,Drama
La chica mas afortunada del mundo,03/05/2022,153,8299,Misterio
La Chispa de la Vida,3/31/2019,156,7604,Comedia 
La Commune,09/12/2022,208,251,Documental
La dama del silencio: El caso Mataviejitas,06/08/2020,68,9276,Documental
La dama y el vagabundo ,10/25/2019,130,7826,Romance
La Dama y la muerte ,11/09/2019,75,2382,Animacion
La Danse: The Paris Opera Ballet,10/06/2020,175,1789,Documental
La Decima Victima,8/29/2021,132,4788,Accion
La elefanta del mago,12/06/2023,89,3113,Comedia 
La escuela del bien y el mal,12/31/2022,117,4242,Aventura
La familia del futuro,11/08/2020,128,5372,Animacion
La fiera de mi niña,7/16/1938,134,9024,Comedia 
La forma del agua,2/20/2020,146,9857,Aventura
La gente como vosotros,10/14/2023,168,7846,Comedia 
La gran pelicula de Piglet ,11/06/2003,95,1157,Animacion
La Grande Guerra,3/13/2022,89,1940,Drama
La granja ,07/12/2021,127,9040,Animacion
La guerra del futuro,10/25/2022,79,8563,Accion
La heredera de la mafia,9/17/2023,125,7887,Crimen
